
Itemset: 
{ 12  29 }	10
{ 12  30 }	11
{ 12  31 }	32
{ 12  33 }	17
{ 12  35 }	12
{ 12  36 }	18
{ 12  39 }	16
{ 12  40 }	18
{ 12  43 }	17
{ 12  45 }	13
{ 12  47 }	12
{ 12  48 }	14
{ 12  49 }	17
{ 12  50 }	22
{ 12  51 }	13
{ 12  53 }	12
{ 12  54 }	13
{ 12  55 }	16
{ 12  56 }	9
{ 12  57 }	21
{ 12  61 }	8
{ 12  62 }	24
{ 12  63 }	10
{ 12  64 }	12
{ 12  65 }	21
{ 12  66 }	21
{ 12  67 }	10
{ 12  68 }	12
{ 12  69 }	22
{ 12  70 }	17
{ 12  71 }	7
{ 12  73 }	31
{ 12  75 }	14
{ 12  79 }	16
{ 12  82 }	17
{ 12  83 }	11
{ 12  84 }	39
{ 12  85 }	7
{ 12  86 }	15
{ 12  89 }	11
{ 12  93 }	9
{ 12  95 }	12
{ 12  96 }	19
{ 12  97 }	14
{ 12  98 }	24
{ 13  15 }	9
{ 13  18 }	9
{ 13  22 }	17
{ 13  23 }	15
{ 13  26 }	9
{ 13  27 }	9
{ 13  29 }	7
{ 13  30 }	7
{ 13  31 }	16
{ 13  33 }	9
{ 13  35 }	8
{ 13  40 }	21
{ 13  42 }	7
{ 13  44 }	8
{ 13  45 }	7
{ 13  47 }	9
{ 13  49 }	9
{ 13  50 }	10
{ 13  53 }	7
{ 13  55 }	9
{ 13  57 }	11
{ 13  62 }	8
{ 13  63 }	7
{ 13  64 }	7
{ 13  65 }	8
{ 13  66 }	12
{ 13  67 }	7
{ 13  69 }	7
{ 13  70 }	8
{ 13  73 }	18
{ 13  79 }	10
{ 13  82 }	8
{ 13  83 }	8
{ 13  84 }	19
{ 13  86 }	10
{ 13  95 }	8
{ 13  96 }	11
{ 13  97 }	8
{ 13  98 }	8
{ 14  22 }	9
{ 15  17 }	9
{ 15  18 }	10
{ 15  22 }	13
{ 15  23 }	10
{ 15  24 }	7
{ 15  29 }	10
{ 15  30 }	8
{ 15  31 }	15
{ 15  33 }	10
{ 15  35 }	7
{ 15  36 }	11
{ 15  39 }	10
{ 15  40 }	15
{ 15  48 }	9
{ 15  50 }	9
{ 15  51 }	10
{ 15  53 }	15
{ 15  55 }	10
{ 15  57 }	11
{ 15  62 }	14
{ 15  65 }	10
{ 15  66 }	7
{ 15  67 }	11
{ 15  68 }	8
{ 15  69 }	9
{ 15  73 }	14
{ 15  75 }	9
{ 15  83 }	9
{ 15  84 }	21
{ 15  85 }	8
{ 15  86 }	8
{ 15  91 }	8
{ 15  97 }	15
{ 15  98 }	16
{ 17  18 }	8
{ 17  22 }	10
{ 17  39 }	8
{ 17  42 }	9
{ 17  51 }	7
{ 17  53 }	7
{ 17  57 }	12
{ 17  62 }	9
{ 17  73 }	10
{ 17  75 }	9
{ 17  84 }	12
{ 17  86 }	11
{ 17  97 }	8
{ 18  19 }	10
{ 18  22 }	20
{ 18  24 }	8
{ 18  29 }	7
{ 18  30 }	9
{ 18  31 }	11
{ 18  33 }	8
{ 18  39 }	7
{ 18  40 }	13
{ 18  48 }	8
{ 18  53 }	9
{ 18  55 }	8
{ 18  57 }	12
{ 18  61 }	8
{ 18  62 }	8
{ 18  63 }	7
{ 18  65 }	7
{ 18  66 }	7
{ 18  68 }	10
{ 18  73 }	16
{ 18  83 }	10
{ 18  84 }	13
{ 18  93 }	7
{ 18  96 }	9
{ 18  97 }	10
{ 18  98 }	10
{ 19  22 }	8
{ 19  23 }	8
{ 19  29 }	9
{ 19  31 }	15
{ 19  40 }	8
{ 19  51 }	7
{ 19  53 }	7
{ 19  62 }	7
{ 19  67 }	7
{ 19  73 }	7
{ 19  84 }	12
{ 20  29 }	7
{ 22  23 }	19
{ 22  24 }	11
{ 22  26 }	12
{ 22  27 }	9
{ 22  29 }	11
{ 22  31 }	30
{ 22  32 }	9
{ 22  33 }	13
{ 22  35 }	7
{ 22  36 }	10
{ 22  39 }	14
{ 22  40 }	21
{ 22  45 }	13
{ 22  47 }	11
{ 22  48 }	13
{ 22  49 }	20
{ 22  50 }	13
{ 22  51 }	11
{ 22  53 }	19
{ 22  55 }	24
{ 22  57 }	17
{ 22  62 }	15
{ 22  63 }	17
{ 22  64 }	15
{ 22  65 }	13
{ 22  66 }	18
{ 22  67 }	9
{ 22  68 }	9
{ 22  69 }	16
{ 22  70 }	14
{ 22  73 }	29
{ 22  75 }	7
{ 22  79 }	12
{ 22  82 }	12
{ 22  83 }	14
{ 22  84 }	38
{ 22  86 }	14
{ 22  96 }	7
{ 22  97 }	18
{ 22  98 }	17
{ 23  26 }	7
{ 23  29 }	11
{ 23  31 }	10
{ 23  33 }	12
{ 23  40 }	9
{ 23  50 }	9
{ 23  53 }	9
{ 23  57 }	7
{ 23  62 }	12
{ 23  64 }	11
{ 23  65 }	7
{ 23  66 }	14
{ 23  68 }	8
{ 23  69 }	13
{ 23  70 }	7
{ 23  73 }	9
{ 23  83 }	11
{ 23  84 }	13
{ 23  96 }	10
{ 23  97 }	13
{ 23  98 }	12
{ 24  53 }	7
{ 24  57 }	15
{ 24  62 }	8
{ 24  73 }	7
{ 24  84 }	11
{ 24  86 }	8
{ 24  98 }	10
{ 25  31 }	8
{ 25  84 }	8
{ 26  29 }	10
{ 26  31 }	17
{ 26  33 }	7
{ 26  39 }	8
{ 26  40 }	12
{ 26  45 }	8
{ 26  50 }	9
{ 26  51 }	11
{ 26  53 }	12
{ 26  55 }	8
{ 26  64 }	7
{ 26  65 }	7
{ 26  66 }	7
{ 26  67 }	9
{ 26  69 }	8
{ 26  73 }	7
{ 26  82 }	9
{ 26  83 }	7
{ 26  84 }	13
{ 26  86 }	7
{ 26  96 }	8
{ 26  98 }	9
{ 27  31 }	11
{ 27  43 }	8
{ 27  47 }	7
{ 27  50 }	11
{ 27  51 }	9
{ 27  63 }	9
{ 27  82 }	8
{ 27  84 }	11
{ 27  86 }	7
{ 27  95 }	7
{ 27  98 }	7
{ 29  30 }	7
{ 29  31 }	15
{ 29  33 }	8
{ 29  39 }	8
{ 29  40 }	18
{ 29  49 }	7
{ 29  51 }	12
{ 29  53 }	11
{ 29  57 }	10
{ 29  65 }	11
{ 29  70 }	8
{ 29  73 }	12
{ 29  79 }	9
{ 29  83 }	8
{ 29  84 }	16
{ 29  86 }	9
{ 29  97 }	7
{ 29  98 }	10
{ 30  31 }	10
{ 30  33 }	8
{ 30  48 }	8
{ 30  55 }	7
{ 30  57 }	7
{ 30  64 }	8
{ 30  69 }	7
{ 30  73 }	12
{ 30  84 }	14
{ 30  98 }	10
{ 31  33 }	18
{ 31  35 }	9
{ 31  36 }	14
{ 31  39 }	17
{ 31  40 }	25
{ 31  43 }	11
{ 31  45 }	7
{ 31  48 }	9
{ 31  49 }	14
{ 31  50 }	12
{ 31  51 }	24
{ 31  53 }	15
{ 31  54 }	8
{ 31  55 }	18
{ 31  56 }	7
{ 31  57 }	22
{ 31  61 }	7
{ 31  62 }	20
{ 31  63 }	20
{ 31  64 }	11
{ 31  65 }	11
{ 31  66 }	12
{ 31  67 }	16
{ 31  68 }	10
{ 31  69 }	15
{ 31  70 }	11
{ 31  73 }	16
{ 31  75 }	8
{ 31  79 }	12
{ 31  82 }	13
{ 31  83 }	11
{ 31  84 }	36
{ 31  85 }	8
{ 31  86 }	16
{ 31  96 }	11
{ 31  97 }	18
{ 31  98 }	28
{ 33  35 }	9
{ 33  36 }	8
{ 33  39 }	7
{ 33  40 }	12
{ 33  47 }	8
{ 33  50 }	8
{ 33  51 }	8
{ 33  53 }	17
{ 33  55 }	10
{ 33  57 }	7
{ 33  62 }	12
{ 33  66 }	9
{ 33  68 }	11
{ 33  69 }	8
{ 33  70 }	7
{ 33  82 }	8
{ 33  84 }	17
{ 33  95 }	8
{ 33  98 }	14
{ 35  48 }	7
{ 35  57 }	11
{ 35  62 }	9
{ 35  69 }	9
{ 35  70 }	8
{ 35  73 }	7
{ 35  84 }	16
{ 35  95 }	9
{ 36  39 }	11
{ 36  40 }	12
{ 36  48 }	7
{ 36  51 }	9
{ 36  53 }	10
{ 36  55 }	7
{ 36  57 }	7
{ 36  62 }	7
{ 36  69 }	8
{ 36  73 }	7
{ 36  84 }	19
{ 36  98 }	11
{ 38  62 }	7
{ 39  40 }	14
{ 39  48 }	9
{ 39  49 }	8
{ 39  51 }	11
{ 39  53 }	8
{ 39  55 }	11
{ 39  57 }	13
{ 39  62 }	10
{ 39  69 }	9
{ 39  73 }	7
{ 39  75 }	9
{ 39  84 }	14
{ 39  97 }	7
{ 39  99 }	9
{ 40  43 }	7
{ 40  45 }	11
{ 40  48 }	7
{ 40  49 }	8
{ 40  50 }	7
{ 40  51 }	11
{ 40  53 }	14
{ 40  55 }	12
{ 40  57 }	17
{ 40  63 }	9
{ 40  68 }	10
{ 40  69 }	16
{ 40  73 }	14
{ 40  79 }	9
{ 40  82 }	8
{ 40  84 }	29
{ 40  86 }	13
{ 40  96 }	8
{ 40  97 }	7
{ 40  98 }	17
{ 40  99 }	8
{ 41  53 }	8
{ 42  43 }	10
{ 42  51 }	9
{ 42  55 }	9
{ 42  57 }	12
{ 42  82 }	9
{ 43  50 }	10
{ 43  51 }	8
{ 43  53 }	11
{ 43  62 }	7
{ 43  66 }	8
{ 43  84 }	14
{ 44  50 }	7
{ 44  66 }	8
{ 44  84 }	11
{ 45  57 }	7
{ 45  63 }	8
{ 45  67 }	7
{ 45  68 }	7
{ 45  73 }	8
{ 45  84 }	11
{ 45  98 }	10
{ 46  84 }	7
{ 47  53 }	8
{ 47  57 }	10
{ 47  73 }	9
{ 47  75 }	7
{ 47  82 }	9
{ 47  86 }	7
{ 47  98 }	8
{ 48  55 }	9
{ 48  62 }	7
{ 48  69 }	7
{ 48  73 }	11
{ 48  82 }	10
{ 48  84 }	8
{ 48  98 }	10
{ 49  51 }	7
{ 49  62 }	7
{ 49  65 }	7
{ 49  66 }	10
{ 49  73 }	8
{ 49  84 }	13
{ 49  86 }	7
{ 49  95 }	7
{ 49  97 }	9
{ 49  98 }	10
{ 50  53 }	7
{ 50  55 }	9
{ 50  57 }	10
{ 50  62 }	12
{ 50  66 }	14
{ 50  67 }	9
{ 50  68 }	7
{ 50  73 }	10
{ 50  82 }	9
{ 50  83 }	7
{ 50  84 }	23
{ 50  86 }	9
{ 50  97 }	7
{ 50  98 }	7
{ 51  53 }	7
{ 51  55 }	8
{ 51  57 }	17
{ 51  62 }	13
{ 51  64 }	8
{ 51  65 }	8
{ 51  66 }	7
{ 51  69 }	8
{ 51  73 }	8
{ 51  82 }	8
{ 51  83 }	7
{ 51  84 }	21
{ 51  86 }	10
{ 51  97 }	8
{ 51  98 }	9
{ 53  57 }	10
{ 53  61 }	10
{ 53  62 }	11
{ 53  63 }	12
{ 53  64 }	9
{ 53  65 }	11
{ 53  66 }	9
{ 53  67 }	9
{ 53  69 }	11
{ 53  70 }	8
{ 53  73 }	9
{ 53  75 }	10
{ 53  84 }	25
{ 53  86 }	9
{ 53  87 }	7
{ 53  93 }	8
{ 53  95 }	7
{ 53  96 }	7
{ 53  97 }	11
{ 53  98 }	13
{ 54  62 }	7
{ 54  82 }	8
{ 54  84 }	7
{ 55  57 }	16
{ 55  63 }	8
{ 55  65 }	9
{ 55  69 }	9
{ 55  73 }	11
{ 55  84 }	15
{ 55  85 }	9
{ 55  86 }	10
{ 55  97 }	12
{ 55  98 }	16
{ 56  62 }	7
{ 56  84 }	8
{ 56  98 }	7
{ 57  61 }	8
{ 57  62 }	21
{ 57  66 }	10
{ 57  67 }	8
{ 57  69 }	12
{ 57  70 }	8
{ 57  73 }	29
{ 57  82 }	11
{ 57  83 }	10
{ 57  84 }	14
{ 57  85 }	8
{ 57  86 }	14
{ 57  97 }	18
{ 57  98 }	16
{ 57  99 }	7
{ 61  65 }	7
{ 61  69 }	7
{ 61  84 }	8
{ 62  63 }	14
{ 62  65 }	8
{ 62  66 }	14
{ 62  68 }	8
{ 62  69 }	10
{ 62  73 }	12
{ 62  75 }	8
{ 62  82 }	14
{ 62  83 }	9
{ 62  84 }	14
{ 62  86 }	10
{ 62  95 }	10
{ 62  96 }	8
{ 62  97 }	10
{ 62  98 }	14
{ 62  99 }	7
{ 63  69 }	8
{ 63  73 }	11
{ 63  84 }	9
{ 63  96 }	9
{ 63  97 }	10
{ 63  98 }	15
{ 64  67 }	9
{ 64  69 }	7
{ 64  83 }	7
{ 64  98 }	10
{ 65  73 }	10
{ 65  79 }	9
{ 65  82 }	10
{ 65  83 }	9
{ 65  84 }	8
{ 65  97 }	8
{ 66  73 }	11
{ 66  75 }	8
{ 66  77 }	7
{ 66  82 }	9
{ 66  84 }	22
{ 66  86 }	7
{ 66  96 }	8
{ 66  97 }	8
{ 67  73 }	8
{ 67  84 }	10
{ 67  98 }	8
{ 68  73 }	8
{ 68  84 }	20
{ 68  95 }	8
{ 69  73 }	15
{ 69  74 }	7
{ 69  82 }	9
{ 69  84 }	18
{ 69  97 }	8
{ 69  98 }	20
{ 70  75 }	7
{ 70  84 }	12
{ 70  86 }	7
{ 70  96 }	7
{ 70  98 }	10
{ 71  73 }	7
{ 73  79 }	11
{ 73  82 }	11
{ 73  83 }	14
{ 73  84 }	21
{ 73  85 }	8
{ 73  86 }	8
{ 73  96 }	8
{ 73  97 }	20
{ 73  98 }	17
{ 73  99 }	8
{ 75  82 }	8
{ 75  84 }	9
{ 75  96 }	8
{ 75  98 }	7
{ 77  82 }	7
{ 79  84 }	8
{ 79  85 }	7
{ 79  96 }	7
{ 81  84 }	7
{ 82  83 }	11
{ 82  84 }	14
{ 82  86 }	11
{ 82  98 }	15
{ 83  84 }	17
{ 83  95 }	8
{ 84  85 }	8
{ 84  86 }	19
{ 84  89 }	9
{ 84  90 }	7
{ 84  93 }	8
{ 84  95 }	13
{ 84  96 }	18
{ 84  97 }	24
{ 84  98 }	28
{ 84  99 }	8
{ 86  96 }	8
{ 93  98 }	9
{ 96  98 }	11
{ 97  98 }	11
{ 98  99 }	7

Itemset: 
{ 12  66  84 }	7
{ 22  31  84 }	7
{ 57  73  97 }	8
No Found
